package_name,item,type,size,brand,design_front,design_back,print_file_node
RZ-83579-66589-F1,5204817_3,PR_ZIP_HD_19,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/67280fae5418e69f53cf3837/24/11/1730726116572-9b191e52-3ee5-4551-bec5-f3efd03b6d91.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765444944&Signature=W3nBl0c2t7XpIzyAVGp7NLXB15g%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/1a741e22/5204817_3.tif
RG-42972-67336-F4,5214036_1,QUILT_5OZ_SET_36,80x90 GAP VIEN,,https://merchize-artworks.s3.us-west-1.amazonaws.com/g15h3yw/artworks/66c2728382891c592d3866d5/order-items/689bec5b96681f288cce5f0e/25/08/x5px33gpugs.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765445749&Signature=PXjTTT9MQ1I8psuRyGXddV4p08g%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/2e5d1653/5214036_1.tif
RM-86839-24597-F1,5124215_1,RASH_GUARD_06,XL,ANIME,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/67e399142b81d332c782d21e/25/04/1744193651382-b187a430-7bca-43f2-8b3c-e7dc924a6ebb.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765447561&Signature=OoZaz9eJoj28GP2biJU%2FNTpUPVw%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/9abdea30/5124215_1.tif
RN-52236-72247-F1,5104306_2,SE_SOCCER_JER_17,M,,https://merchize-artworks.s3.us-west-1.amazonaws.com/9a49ncg/artworks/6853779903cf14cf42a81302/25/06/pljuttd6fq.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765447731&Signature=CQxws3vw8hNEKB7nQq9uyIGt5Ro%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/d66deefa/5104306_2.tif
RP-36372-22292-F1,5072790_1,SE_YO_SOC_JER_17,YM,,https://merchize-artworks.s3.us-west-1.amazonaws.com/9a49ncg/artworks/6840f624d86124fa097d4aad/25/06/y1rzxjy3hx.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765448682&Signature=F3QrHHMBKyOxk%2F%2BzfY6z9Z9bTqg%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/5abc2693/5072790_1.tif
RP-83494-53896-F1,5147454_1,SEAT_COVER_08,One size,,https://merchize-artworks.s3.us-west-1.amazonaws.com/pptxq6v/artworks/686f50bf088c4f6536d94e67/order-items/686f50c1088c4f4e6ed94ef8/25/07/qoeq477tbdh.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765446970&Signature=vb8BqHnvX8orrf7WFR1m3bK6GrE%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/deaad5c1/5147454_1.tif
RN-65594-23975-F1,5140112_2,SH_RASH_GUARD_06,S,,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/670aba50e1c45fab1ba39415/24/10/1728906605212-02f63846-93a0-4952-9dcc-a71d25aa9a56.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765447015&Signature=DCDHGChJnOFaO6tEgUITKR8JiBI%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/1e8c12af/5140112_2.tif
RJ-69778-32554-F1,5149925_1,SHORTS_33,L,ANIME 3,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/66c8269525215cba752815c2/24/08/1724403973815-24664c03-17d1-402a-8fab-508e60f9b9dc.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765446923&Signature=beno4s3PmTVXLvUlh4jRpc91xEw%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/9cb2feea/5149925_1.tif
RG-78535-54768-F1,5072875_1,ST_ULY_PETPIL_16,20x20,,https://merchize-artworks.s3.us-west-1.amazonaws.com/ikdktsi/artworks/683f47ea3fc896f3157f35de/order-items/683f47eb3fc896f9217f361e/25/06/09rgdcddpb7x.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765448896&Signature=TMSMRaVwpA0Q1rJz7Pazm%2BxVDTs%3D,https://merchize-artworks.s3.us-west-1.amazonaws.com/ikdktsi/artworks/683f47ea3fc896f3157f35de/order-items/683f47eb3fc896f9217f361e/25/06/drhv7ppi2o.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765448896&Signature=gIqnD5L9O%2BjU0Bw0V9g85TqOCnw%3D,https://d2g2orozxij1wh.cloudfront.net/14-09-25/8fad4ad4/5072875_1.tif
RP-87664-88686-F1,5093997_1,STRING_BIKINI_06,S,,https://merchize-artworks.s3.us-west-1.amazonaws.com/ot5s8sj/artworks/684a48a381ba302e229db863/25/06/1749699287839-696e8247-1130-4a43-abf2-81c2654cb5cc.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765448256&Signature=lwj7R1l8%2F3AwTi6bVR6%2BXy1jrxg%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/c395554d/5093997_1.tif
RQ-78386-42883-F1,5082442_2,STRING_BIKINI_06,S,,https://merchize-artworks.s3.us-west-1.amazonaws.com/u5wdeg6/artworks/68464dd5ea661d52271bd774/25/06/dzdmqpc3gd.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765448746&Signature=Lsjp1F4mdmmSyNeY29ZE3SD2yyA%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/fc548fa7/5082442_2.tif
RY-56783-37547-F1,4985406_1,SW_18,5XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/7njrrti/artworks/6809edc63959d449843df11c/25/04/m6hglr51eo.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765478336&Signature=XNPA5jcHLshsKQpnfmumtHxU%2BKI%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/00863f00/4985406_1.tif
RN-66894-54555-F1,5103117_1,SW_18,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/zoicy1l/artworks/685280bc5467675b30c6aeb7/25/06/2uzzcqt4j6.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765448187&Signature=kyxGiZYSQzVQbpkUFZZdydtHq0k%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/f8fdbab2/5103117_1.tif
RK-26845-34524-F1,4994292_2,SWEATPANTS_19,S,ANIME 3,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/660bcc98685325bc9bdd1274/24/04/1712123022929-dec07714-d52b-4619-a26b-f0838ebb3fab.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765449678&Signature=r12iZtMfVC6x3aLkL6Px8%2FHN%2BuM%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/01598983/4994292_2.tif
RY-95698-34796-F1,5186128_1,TIRE_COVER_20,28-in,,https://merchize-artworks.s3.us-west-1.amazonaws.com/1gu4fet/artworks/688aa43052799123dcbe2ace/order-items/688aa4315279916731be2aea/25/07/maon50yxwbs.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765445061&Signature=%2FtQNDNGeiOQyfipLN%2BPuzDY1iVA%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/78ebf001/5186128_1.tif
RZ-68634-68455-F1,5200453_1,TSHIRT_02,3XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/1h7eqlo/artworks/6892c2ccddf636f7aef3fe52/order-items/6892c2cdddf6361816f3fe6e/25/08/fe0zqk86tvo.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765445797&Signature=MFyq97o9Iy3HuPq3O461kdr0%2F%2Fk%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/9c0d9285/5200453_1.tif
RE-95436-39239-F1,5218574_1,TSHIRT_02,L,,https://merchize-artworks.s3.us-west-1.amazonaws.com/967mp52/artworks/68a00bc2db7ada378d8bcd38/25/08/hqo18wz4mc.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765443990&Signature=tBF5d5l6NkD02OMbIFYZKajWFEc%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/5c6cd08d/5218574_1.tif
RD-46733-48424-F1,5244990_1,TSHIRT_02,L,,https://merchize-artworks.s3.us-west-1.amazonaws.com/m9px3ic/artworks/68aeae5dd13f7e32cd76775d/25/08/295stpjzm2.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765445134&Signature=yJpkvCItCBU6XlxhPqp5fXROTEQ%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/60a02377/5244990_1.tif
RJ-78528-92424-F1,5190004_1,TSHIRT_02,L,,https://merchize-artworks.s3.us-west-1.amazonaws.com/kugu3lc/artworks/688d165d216f3e019ee5f753/order-items/688d1661216f3e6cd1e5f778/25/08/cs662lxapzn.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765446111&Signature=2lEnvzMg8sVN2asWt3RZV5pmb9U%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/992fe132/5190004_1.tif
RN-33356-28462-F1,5070838_1,TSHIRT_02,L,,https://merchize-artworks.s3.us-west-1.amazonaws.com/pgwrjo0/artworks/66e0326ab37cbe4a07f0f340/order-items/683e5e65a5b1b797ce1ccf0c/25/06/bkadiyjvbar.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765448945&Signature=T6zy1bPDYORQ%2BDsj2m4WIyy9EDc%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/951de524/5070838_1.tif
RQ-25897-44454-F1,5050919_1,TSHIRT_02,L,,https://merchize-artworks.s3.us-west-1.amazonaws.com/7njrrti/artworks/6833e23d4a5e9400af02365f/25/05/qsz2lp2wlj.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765449149&Signature=VDggRDvgWGABoCWFhMUexbl%2BWmw%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/cc1e0343/5050919_1.tif
RD-46733-48424-F1,5244990_3,TSHIRT_02,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/m9px3ic/artworks/6892e022216f3e0f42ee406e/25/08/mevf8mn03q.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765445134&Signature=Nh81JsTLi%2F7m3bq3GknPPVCxEdU%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/c842d14f/5244990_3.tif
RD-46733-48424-F1,5244990_2,TSHIRT_02,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/m9px3ic/artworks/68aeae63d13f7e0c8b76782f/25/08/ubhqzt94nd.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765445134&Signature=wmbCricj3w%2BfS5aATi5ZG1K8G58%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/8aef37b9/5244990_2.tif
RY-53546-24963-F1,5068640_1,TSHIRT_02,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/zoicy1l/artworks/683eba2defbed004d35f4525/25/06/kazbxg5l6z.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765448698&Signature=8UAx02xW%2Ft1tQTdW6gCYgvL4kgo%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/3f66c18e/5068640_1.tif
RX-89257-79978-F1,5053077_1,TSHIRT_02,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/7njrrti/artworks/683680ff07944d6613900c2c/25/05/m6xtawwmcw.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765449100&Signature=zlgOyRuKfF2cd1jXWwIWmE62OvA%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/252111c7/5053077_1.tif
RD-74244-97455-F1,5025021_1,V_JERS_17,L,,https://merchize-artworks.s3.us-west-1.amazonaws.com/5mwlab0/artworks/6826af88b3f430c1b500c755/25/05/3f523f48xp.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765449713&Signature=B8A9tX%2BPpApwvc2KMcOvSNr2t80%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/33a605e0/5025021_1.tif
RX-92276-56889-F1,5179147_1,V_JERS_17,S,,https://merchize-artworks.s3.us-west-1.amazonaws.com/5mwlab0/artworks/6883095ace95696d2a05a33c/25/07/rnssu27sp8.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765446305&Signature=5Pa4q8GXijuFXvVkZkCBSDzEB14%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/034a34b2/5179147_1.tif
RQ-37435-95652-F1,5155093_1,V_JERS_17,S,,https://merchize-artworks.s3.us-west-1.amazonaws.com/qc3imt3/artworks/68761ff48e4da109609c42d6/25/07/zykp0wl2ye.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765446880&Signature=C%2B%2FpcMNyxRVLj9mcSObLHta7HW4%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/51a1355c/5155093_1.tif
RE-44489-85942-F1,5240122_1,V_JERS_17,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/5mwlab0/artworks/68ae857a78dda12099abb5f4/order-items/68ae857e78dda13ef9abb64f/25/08/52tlxdosve2.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765469759&Signature=dDPmzE5JtZNDclSfsPg8PPISzRQ%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/4cdce82f/5240122_1.tif
RR-78856-97275-F1,5172746_1,V_JERS_17,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/5mwlab0/artworks/6881e0cfee9b771a7f76ecf1/25/07/zshhv9fr4c.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765446427&Signature=GIqAN0qLAFv8wVjIH1JyaaCTJnE%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/72071c6a/5172746_1.tif
RY-66768-69379-F1,5129672_1,V_JERS_17,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/zlk0ggs/artworks/6864f23c301df8573fa4c4b9/25/07/tu6ho17oi8.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765447593&Signature=hw2HbAo%2F1D1yfuK5KFuk9m5d49M%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/234bb235/5129672_1.tif
RB-57264-26246-F1,4935242_3,WH_JERS_04,L,,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/670c001b97f045415c7e0921/24/10/1728919558502-0bf80c15-51cb-46e8-9127-73fc814434a7.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765447771&Signature=tZ99B3c8hTsIPUlsBA6x3ZZJSCU%3D,,https://d2g2orozxij1wh.cloudfront.net/13-09-25/888767a1/4935242_3.tif
RJ-48574-72972-F1,5222698_1,WH_JERS_04,S,,https://merchize-artworks.s3.us-west-1.amazonaws.com/rdg4rt4/artworks/68a301e81143ebd1d75fa321/25/08/5oqli8khxq.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765444858&Signature=q3DLObQu9bQUVNAeew3TORyjPcQ%3D,,https://d2g2orozxij1wh.cloudfront.net/13-09-25/c903b6ad/5222698_1.tif
RM-62595-34463-F1,5200608_1,WH_JERS_04,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/kugu3lc/artworks/6892ccbe331dc94c7047d39c/order-items/6892ccc4331dc976b847d3c1/25/08/6sweq2zfs2c.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765445572&Signature=%2FLDedvETXfYeoFveTAZLp1cqt5A%3D,,https://d2g2orozxij1wh.cloudfront.net/13-09-25/b8edb6ac/5200608_1.tif
RK-52235-49865-F1,5069343_1,WH_JERS_04,XL,ANIME 3,https://merchize-artworks.s3.us-west-1.amazonaws.com/dyfeenf/artworks/64d6796846fa604b45ca3381/order-items/683ce9cd0a9cd52b87100c78/25/06/iv55mvfgui9.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765448647&Signature=LXhdYp1gpz6EaCweAOxeyUEhSDc%3D,,https://d2g2orozxij1wh.cloudfront.net/13-09-25/5f694add/5069343_1.tif
RW-57453-73892-F1,5227302_1,WO_HAWAII_37,XL,GEEK,https://merchize-artworks.s3.us-west-1.amazonaws.com/uag1oi5/artworks/67cebbc8ad76c38ddaf26ce9/25/03/1741620545374-054f20f4-71d6-43c9-945a-c5591a9b165a.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765444249&Signature=WfAoa6bLlAYq5bDPcAySmMoeRP8%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/77547c3a/5227302_1.tif
RR-64989-53387-F1,5118789_2,WO_NO_SLE_PL_17,L,,https://merchize-artworks.s3.us-west-1.amazonaws.com/vssvfn1/artworks/685d18aa0b96e4ee50e4bae9/25/06/n8ta903xsc.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765447494&Signature=wYNJbRiCuCHLSTX4tmS3EhqHMbg%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/2c483e56/5118789_2.tif
RB-99349-35756-F1,5134192_1,WOMEN_POLO_17,3XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/1uxa7nq/artworks/68650118a4a23f7dc4674c4f/25/07/1751449882313-8b0588c7-a35d-4af1-8c41-96a83dc0b993.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765447119&Signature=pMy9qUFxlMu6JxtduZbP0crH7Rk%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/ac8a2c02/5134192_1.tif
RR-59827-73247-F1,5085477_1,WOMEN_POLO_17,M,,https://merchize-artworks.s3.us-west-1.amazonaws.com/1uxa7nq/artworks/68418da85dd65300e011e82c/25/06/1749457216692-fefd21bc-92b6-4912-be0f-637fb18cacbf.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765448465&Signature=ATgQ7Ep9L6j9amUygAu%2FaZULp2E%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/17ac90fa/5085477_1.tif
RQ-43284-72822-F1,5076975_1,WOMEN_POLO_17,XL,,https://merchize-artworks.s3.us-west-1.amazonaws.com/c5wmizu/artworks/684149433d466ad68c9fb77f/order-items/684149453d466a38c79fb828/25/06/vkxcf4o2vvl.png?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765448833&Signature=ciLg7jFAKZq2KCYSW7jKiNzBuHs%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/058090de/5076975_1.tif
RJ-58749-88544-F1,5208121_6,YO_SOC_JER_17,YM,,https://merchize-artworks.s3.us-west-1.amazonaws.com/won6y9u/artworks/68999083ddf6364e68fb5cdb/25/08/oq318m6knh.jpeg?AWSAccessKeyId=AKIAWYYRKM2QFT2QVQH3&Expires=1765445311&Signature=NFkW%2BnxQpErbYf%2B74%2BBNqwRYnrM%3D,,https://d2g2orozxij1wh.cloudfront.net/14-09-25/9841c802/5208121_6.tif
